Title,PositiveReview,NegativeReview,Score,GuestName,GuestCountry,RoomType,NumberOfNights,VisitDate,GroupType
Exceptional,Not Reviewed,Not Reviewed,10,Khrystyna,Ukraine,Double Room,1,Nov-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Bence,Hungary,Double Room with Balcony,2,Sep-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Carlos,Brazil,Double Room with Balcony,1,Nov-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Nicoleta,Romania,Double Room with Balcony,8,Oct-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Σκεύη,Cyprus,Double Room with Balcony,1,Oct-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Kateryna,Ukraine,Double Room with Balcony,1,Nov-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Stas,Israel,Standard Triple Room,1,Nov-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Ganna,Ukraine,Double Room,1,Nov-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Yubo,China,Double Room with Balcony,1,Oct-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Nicolas,France,Double Room,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Omar,Spain,Double Room,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Nicolai,Germany,Budget Twin Room,2,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Yaniv,Israel,Suite with Balcony,1,Oct-22,Group
Very Good,Not Reviewed,Not Reviewed,8,David,France,Two-Bedroom Suite,1,Oct-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,בנימין,Israel,Double Room with Balcony,1,Oct-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Netanel,Israel,Double Room,1,Oct-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Elissa,Germany,Double Room with Balcony,2,Oct-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Ludivine,France,Double Room with Balcony,1,Sep-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Robert,Switzerland,Two-Bedroom Suite,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,אולגה,Israel,Two-Bedroom Suite,1,Oct-22,Group
Very Good,Not Reviewed,Not Reviewed,8,Anton,Israel,Double Room,1,Oct-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Joyce,Belgium,Double Room with Balcony,1,Oct-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Ioannis,Greece,Double Room,1,Oct-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Mika,Israel,Standard Triple Room,1,Oct-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Yishai,Israel,Two-Bedroom Suite,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Pedro,Spain,Double Room with Balcony,1,Oct-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Gulyás,Hungary,Standard Triple Room,4,Oct-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Shay,Israel,Suite with Balcony,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Miteva,Bulgaria,Double Room with Balcony,2,Sep-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Igor,Croatia,Double Room,1,Oct-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Gunhild,Norway,Two-Bedroom Suite,1,Oct-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Beata,Poland,Double Room,1,Oct-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Dina,Israel,Two-Bedroom Suite,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Vladimir,Czech Republic,Budget Twin Room,1,Oct-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Adam,Poland,Budget Twin Room,1,Oct-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Kal,Israel,Two-Bedroom Suite,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Eliahu,Israel,Standard Triple Room,1,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Yevhen,Ukraine,Two-Bedroom Suite,1,Oct-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Roberta,Italy,Double Room with Balcony,2,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Jc2214,France,Double Room,1,Oct-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Shlomi,Israel,Double Room with Balcony,1,Oct-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Clément,France,Suite with Balcony,2,Oct-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Kjell,Sweden,Double Room with Balcony,1,Sep-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Noam,Israel,Double Room,1,Oct-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Nitza,Israel,Standard Triple Room,3,Oct-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Boje,Denmark,Double Room with Balcony,1,Oct-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Magdalena,Austria,Double Room with Balcony,1,Oct-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Lukáš,Czech Republic,Double Room,1,Oct-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,עוזי,Israel,Budget Twin Room,1,Oct-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Nel,Italy,Double Room with Balcony,2,Oct-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Catalin-mihai,United States of America,Double Room with Balcony,1,Sep-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Ioanna,Cyprus,Double Room,1,Oct-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Tom,Germany,Double Room with Balcony,7,Oct-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Zuzana,Czech Republic,Double Room with Balcony,2,Sep-22,Group
Very Good,Not Reviewed,Not Reviewed,8,Jacob,Israel,Budget Twin Room,1,Sep-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Tamara,Austria,Double Room with Balcony,1,Sep-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Pedro,Portugal,Two-Bedroom Suite,1,Sep-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Konstantinos,Greece,Two-Bedroom Suite,1,Sep-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Antonis,Greece,Double Room with Balcony,1,Sep-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Αναστασια,Greece,Double Room,1,Sep-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Verena,Germany,Double Room with Balcony,1,Sep-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,בורשטיין,Israel,Two-Bedroom Suite,1,Sep-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,מילמן,Israel,Two-Bedroom Suite,1,Aug-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Alina,Bulgaria,Two-Bedroom Suite,2,Sep-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Netanel,Israel,Two-Bedroom Suite,1,Sep-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Jenny,France,Budget Twin Room,1,Sep-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Amir15000,France,Double Room with Balcony,1,Sep-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Attilio,Italy,Double Room with Balcony,1,Sep-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Claudia,Austria,Budget Twin Room,1,Sep-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Soledad,France,Suite with Balcony,1,Aug-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Alessandro,Italy,Double Room,1,Sep-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Samuel,Switzerland,Double Room with Balcony,1,Sep-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Inbar,Israel,Double Room with Balcony,7,Sep-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Ioannis,Greece,Double Room with Balcony,1,Sep-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Simon,Austria,Standard Triple Room,1,Sep-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,George,Cyprus,Double Room with Balcony,1,Aug-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Tom,Netherlands,Double Room with Balcony,1,Sep-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Jad,Germany,Double Room with Balcony,1,Aug-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Elenaa99,Cyprus,Double Room with Balcony,1,Aug-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Marjolein,Netherlands,Double Room with Balcony,1,Aug-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Daria,Russia,Double Room with Balcony,1,Aug-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Sara,Italy,Double Room with Balcony,1,Aug-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Sebastian,Poland,Two-Bedroom Suite,3,Aug-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Hila,Israel,Two-Bedroom Suite,1,Aug-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Fredrik,Sweden,Double Room with Balcony,1,Aug-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Rimantė,Lithuania,Double Room,1,Aug-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Sullyvan,China,Double Room,1,Jul-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Pelik,Poland,Two-Bedroom Suite,1,Aug-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Луиза,Russia,Double Room with Balcony,1,Aug-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Moti,Israel,Two-Bedroom Suite,1,Aug-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Kamila,Poland,Two-Bedroom Suite,1,Aug-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Bar,Israel,Double Room with Balcony,1,Aug-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Nir,Israel,Two-Bedroom Suite,1,Aug-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Oz,Israel,Two-Bedroom Suite,1,Aug-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Gabriel-alexandru,Romania,Double Room with Balcony,1,Aug-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Aleksei,Finland,Family Suite with Balcony,1,Jul-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Claudia,Italy,Double Room,1,Aug-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Guillaume,Belgium,Two-Bedroom Suite,1,Aug-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Mathias,Switzerland,Double Room,1,Aug-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Romy,Germany,Double Room,1,Aug-22,Group
Very Good,Not Reviewed,Not Reviewed,8,Luisa,Italy,Double Room with Balcony,1,Aug-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Christodoulos,Greece,Double Room,1,Jul-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,László,Hungary,Standard Triple Room,1,Aug-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Baumbach,Switzerland,Suite with Balcony,1,Jul-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Angeliki,Cyprus,Suite with Balcony,2,Aug-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Pavel,Russia,Two-Bedroom Suite,1,Jul-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Eleni,Cyprus,Double Room with Balcony,1,Jul-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Daniele,United Kingdom,Budget Twin Room,1,Jul-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Roman,Cyprus,Double Room with Balcony,1,Jul-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Violet,Israel,Two-Bedroom Suite,1,Jul-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Tasoudi,Cyprus,Budget Twin Room,1,Jul-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Alexandre,Israel,Double Room,1,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Gueorgui,Germany,Double Room,1,Jul-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Jitka,Czech Republic,Standard Triple Room,1,Jul-22,Family
Very Good,Not Reviewed,Not Reviewed,8,שמוליק,Israel,Standard Triple Room,1,Jul-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Hanna,Ukraine,Double Room,2,Jun-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Lambros,Cyprus,Budget Twin Room,2,Jul-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Svitlana,Ukraine,Double Room,1,Jul-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Michael,Germany,Double Room with Balcony,1,Jul-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Anastasiia,Russia,Double Room with Balcony,2,Jul-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Татьяна,Cyprus,Family Suite with Balcony,1,Jul-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,David,Czech Republic,Standard Triple Room,1,Jun-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Armin,Germany,Double Room with Balcony,1,Jun-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Soultana,Greece,Suite with Balcony,3,Jun-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Andreas,Cyprus,Two-Bedroom Suite,1,Jun-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Agata,Poland,Double Room with Balcony,1,Jul-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Gertraud,Austria,Double Room,1,Jun-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Maria,Cyprus,Double Room with Balcony,1,May-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Aspasia,Greece,Double Room,1,Apr-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Christina,Austria,Family Suite with Balcony,1,Jun-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Επαμεινωνδας,Greece,Double Room with Balcony,3,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Xristos,Greece,Double Room with Balcony,2,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Armin,Germany,Double Room with Balcony,5,Jun-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Didier,France,Budget Twin Room,1,Jun-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Maria,Cyprus,Two-Bedroom Suite,1,Jun-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Turc,Romania,Standard Triple Room,1,Jun-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Carlos,Switzerland,Double Room with Balcony,15,Jun-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Martin,Austria,Family Suite with Balcony,1,Jun-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Mirco,Italy,Double Room with Balcony,1,Jun-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Claude,France,Double Room with Balcony,1,Jun-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Elke,Austria,Double Room,1,May-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Stefanos,Germany,Double Room with Balcony,2,Jun-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Julian,Germany,Double Room with Balcony,1,Jun-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Christophe,France,Double Room,1,Jun-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Sophie,France,Budget Twin Room,1,Jun-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Catarina,Portugal,Standard Triple Room,1,Jun-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Konstantina,Cyprus,Double Room with Balcony,1,Jun-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Kostas,Greece,Double Room with Balcony,2,Jun-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Witan,Poland,Double Room with Balcony,1,Jun-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Gabriel,Israel,Double Room with Balcony,2,Jun-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Khaoula,France,Double Room,1,Jun-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Shaul,Israel,Double Room with Balcony,1,Jun-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Martin,Hungary,Double Room,4,Jun-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Fabio,Italy,Double Room with Balcony,1,Jun-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Alfons,Belgium,Double Room,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Ruiz,France,Double Room,1,Jun-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Rodrigo,Spain,Double Room with Balcony,1,Jun-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Khaoula,France,Double Room,1,Jun-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Elena,Latvia,Double Room,1,Jun-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Thanpan,Greece,Double Room,1,Mar-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Jonikas,Cyprus,Budget Twin Room,1,May-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Gruenblattnorwid,Germany,Double Room with Balcony,1,May-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Heike,Austria,Family Suite with Balcony,1,May-22,Group
It is recommended,Not Reviewed,Not Reviewed,8,Georg,Austria,Double Room,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Γεωργιοσ,Greece,Double Room with Balcony,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Nikolett,Hungary,Double Room,2,May-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Benedetta,Italy,Double Room,1,May-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Panagiotis,Greece,Double Room,1,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Pavel,Czech Republic,Double Room with Balcony,1,May-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Yaaqov,Israel,Double Room with Balcony,1,May-22,Couple
Very Good,Not Reviewed,Not Reviewed,8,Julie,Belgium,Double Room with Balcony,1,May-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Anatoly,Russia,Standard Triple Room,1,May-22,Family
Exceptional,Not Reviewed,Not Reviewed,10,Anna,Greece,Double Room with Balcony,3,May-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Moreno,Cyprus,Double Room,2,Apr-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Moreno,Cyprus,Double Room,1,Feb-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Michaela,Czech Republic,Double Room,2,May-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Damian,Germany,Double Room,1,Apr-22,Family
Very Good,Not Reviewed,Not Reviewed,8,Virginijus,Lithuania,Double Room with Balcony,2,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Alex,Ukraine,Double Room with Balcony,2,Apr-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Chekhov,Israel,Double Room with Balcony,1,Apr-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Francesca,Italy,Family Suite with Balcony,2,Apr-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Silvia,Germany,Double Room,1,Apr-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Jolly,Germany,Standard Triple Room,1,Apr-22,Family
Wonderful,Not Reviewed,Not Reviewed,9,Dorte,Denmark,Double Room with Balcony,1,Apr-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Stéphane,France,Double Room,1,Apr-22,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Gential,France,Double Room,1,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,András,Hungary,Double Room,2,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Ina,Norway,Double Room with Balcony,6,Apr-22,Group
Very Good,Not Reviewed,Not Reviewed,8,Andrea,Italy,Double Room,1,Apr-22,Solo traveler
Excellent base near the airport.,Not Reviewed,Not Reviewed,9,Clara,Italy,Double Room,1,Apr-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Armin,Germany,Double Room with Balcony,2,Apr-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Κωνσταντινος,Cyprus,Double Room,2,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Argyro,Cyprus,Double Room,2,Apr-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,21krowka,Poland,Double Room with Balcony,2,Apr-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Xenis,Cyprus,Double Room with Balcony,1,Apr-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Georgia,Greece,Family Suite with Balcony,2,Apr-22,Group
Very Good,Not Reviewed,Not Reviewed,8,Gloria,Italy,Double Room,2,Feb-22,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Kristina,Russia,Double Room,2,Mar-22,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Joost,Netherlands,Double Room,1,Mar-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Israel,Israel,Double Room,2,Feb-22,Group
Very Good,Not Reviewed,Not Reviewed,8,Χρύσα,Greece,Double Room with Balcony,1,Feb-22,Group
Exceptional,Not Reviewed,Not Reviewed,10,Alexandros,Cyprus,Double Room,2,Feb-22,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Fredrik,Sweden,Family Suite with Balcony,1,Nov-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Мария,Russia,Family Suite with Balcony,7,Jan-22,Couple
Wonderful,Not Reviewed,Not Reviewed,9,David,Czech Republic,Double Room,1,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Ganna,Germany,Double Room with Balcony,2,Jan-22,Group
Wonderful,Not Reviewed,Not Reviewed,9,Tatyana,Israel,Double Room,1,Dec-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Ryszard,Poland,Family Suite with Balcony,1,Nov-21,Group
Very Good,Not Reviewed,Not Reviewed,8,Martin,Austria,Standard Triple Room,1,Nov-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Regine,France,Double Room,1,Nov-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Sigrid,Germany,Double Room with Balcony,1,Nov-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Klaus,Germany,Double Room with Balcony,1,Oct-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Oksana,Latvia,Standard Triple Room,1,Oct-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Paolo,Italy,Standard Triple Room,1,Nov-21,Family
Wonderful,Not Reviewed,Not Reviewed,9,Simona,Czech Republic,Double Room with Balcony,3,Oct-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Anastasia,Russia,Double Room with Balcony,2,Nov-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,אלחנן,Israel,Family Suite with Balcony,1,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Jolanda,Austria,Double Room with Balcony,1,Nov-21,Solo traveler
Wonderful,Not Reviewed,Not Reviewed,9,Grzegorz,Poland,Double Room,1,Nov-21,Family
Wonderful,Not Reviewed,Not Reviewed,9,Vasyl,Ukraine,Two-Bedroom Suite,1,Nov-21,Group
Very Good,Not Reviewed,Not Reviewed,8,Ruth,Switzerland,Double Room with Balcony,1,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Chrysoyla,Greece,Double Room with Balcony,3,Nov-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Maxi,Germany,Double Room with Balcony,1,Nov-21,Group
Very Good,Not Reviewed,Not Reviewed,8,Jarosław,Germany,Family Suite with Balcony,1,Nov-21,Group
Very Good,Not Reviewed,Not Reviewed,8,Сергей,Russia,Double Room with Balcony,7,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Dominik,Germany,Double Room with Balcony,1,Oct-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Daniel,Germany,Double Room,1,Oct-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Kseniia,Russia,Double Room,1,Oct-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Maria,Cyprus,Double Room,1,Sep-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Puhidze,Russia,Double Room,4,Oct-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Jacques,France,Double Room with Balcony,1,Oct-21,Solo traveler
Very Good,Not Reviewed,Not Reviewed,8,Clarence,Italy,Double Room,1,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Auffray,France,Double Room,1,Oct-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Anja,Denmark,Two-Bedroom Suite,1,Oct-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Gleb,Cyprus,Double Room with Balcony,1,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Benoit,Belgium,Double Room with Balcony,2,Oct-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Manole,Romania,Double Room with Balcony,3,Oct-21,Group
Very Good,Not Reviewed,Not Reviewed,8,Александр,Ukraine,Double Room with Balcony,2,Oct-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Виктор,Russia,Two-Bedroom Suite,14,Sep-21,Family
Exceptional,Not Reviewed,Not Reviewed,10,Rainer,Austria,Double Room with Balcony,3,Sep-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Sami,Turkey,Double Room with Balcony,1,Oct-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Anna,Russia,Double Room with Balcony,1,Sep-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Марина,Russia,Double Room with Balcony,1,Jul-21,Couple
Exceptional,Not Reviewed,Not Reviewed,10,Ana,Romania,Standard Triple Room,3,Sep-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Kostas,Greece,Standard Triple Room,1,Sep-21,Family
"A great hotel with a staff that provides the highest level of service, with a smile and a genuine desire to enhance the experience of staying there.",Not Reviewed,Not Reviewed,10,Yair,Israel,Two-Bedroom Suite,1,Sep-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Yara,France,Double Room with Balcony,1,Sep-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Olesya,Ukraine,Double Room,3,Sep-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Svetlana,Russia,Two-Bedroom Suite,1,Sep-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Giorgio,Switzerland,Double Room,1,Sep-21,Couple
Very Good,Not Reviewed,Not Reviewed,8,Ivan,Ukraine,Double Room with Balcony,1,Sep-21,Couple
Wonderful,Not Reviewed,Not Reviewed,9,Alexey,Russia,Double Room with Balcony,7,Sep-21,Solo traveler
strong support,Not Reviewed,Not Reviewed,9,Tomas,Czech Republic,Double Room with Balcony,1,Sep-21,Family
Very Good,Not Reviewed,Not Reviewed,8,Daniel,Germany,Double Room,1,Aug-21,Solo traveler
Exceptional,Not Reviewed,Not Reviewed,10,Tekse,Hungary,Double Room with Balcony,1,Sep-21,Group
Exceptional,Not Reviewed,Not Reviewed,10,Stefan,Czech Republic,Double Room with Balcony,7,Aug-21,Couple
